Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulde_x,LShoulde_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y
0.229929559,0.382450265,0.163980177,0.418403286,0.139683036,0.411212682,0.091088755,0.519071746,0.098030795,0.634121415,0.188277318,0.425593891,,,,,0.108443856,0.634121415,0.091088755,0.828267731,0.059849574,1.000842233,0.167451197,0.641312019,0.209103438,0.792314709,0.240342619,0.950508003,0.226458539,0.360878452,,,0.195219358,0.346497244,,
0.236871599,0.382450265,0.170922217,0.418403286,0.143154056,0.411212682,0.094559775,0.519071746,0.101501815,0.641312019,0.198690378,0.432784495,,,,,0.118856916,0.634121415,0.101501815,0.821077126,0.063320594,0.993651629,0.177864257,0.641312019,0.216045478,0.792314709,0.243813639,0.950508003,0.233400579,0.360878452,,,0.202161398,0.346497244,,
0.243813639,0.382450265,0.181335277,0.418403286,0.146625077,0.418403286,0.098030795,0.533452955,0.104972835,0.641312019,0.212574458,0.432784495,,,,,0.122327936,0.641312019,0.111914876,0.828267731,0.066791615,0.993651629,0.184806298,0.641312019,0.219516499,0.785124105,0.243813639,0.957698608,0.240342619,0.360878452,,,0.205632418,0.346497244,,
0.254226699,0.382450265,0.188277318,0.425593891,0.153567117,0.418403286,0.098030795,0.540643559,0.104972835,0.648502624,0.222987519,0.432784495,0.219516499,0.547834163,,,0.129269976,0.641312019,0.115385896,0.828267731,0.070262635,0.993651629,0.191748338,0.641312019,0.229929559,0.792314709,0.243813639,0.957698608,0.250755679,0.360878452,,,0.212574458,0.346497244,,
0.26116874,0.382450265,0.195219358,0.425593891,0.153567117,0.425593891,0.104972835,0.547834163,0.108443856,0.655693228,0.229929559,0.432784495,,,,,0.136212016,0.648502624,0.118856916,0.828267731,0.070262635,0.993651629,0.198690378,0.648502624,0.233400579,0.792314709,0.247284659,0.957698608,0.25769772,0.360878452,,,0.219516499,0.346497244,,
0.26811078,0.382450265,0.202161398,0.425593891,0.157038137,0.425593891,0.104972835,0.555024768,0.104972835,0.655693228,0.243813639,0.425593891,,,,,0.143154056,0.641312019,0.122327936,0.828267731,0.073733655,0.986461024,0.202161398,0.641312019,0.240342619,0.785124105,0.247284659,0.957698608,0.26463976,0.368069057,,,0.222987519,0.353687848,,
0.2715818,0.389640869,0.209103438,0.432784495,0.163980177,0.432784495,0.104972835,0.555024768,0.104972835,0.662883832,0.250755679,0.439975099,,,,,0.146625077,0.641312019,0.122327936,0.821077126,0.080675695,0.986461024,0.209103438,0.641312019,0.240342619,0.792314709,0.243813639,0.957698608,0.26811078,0.368069057,,,0.226458539,0.353687848,,
0.27852384,0.382450265,0.212574458,0.432784495,0.163980177,0.432784495,0.108443856,0.555024768,0.104972835,0.662883832,0.26116874,0.439975099,,,,,0.150096097,0.634121415,0.122327936,0.821077126,0.080675695,0.986461024,0.212574458,0.641312019,0.240342619,0.792314709,0.247284659,0.957698608,0.27505282,0.368069057,,,0.229929559,0.353687848,,
0.27852384,0.389640869,0.212574458,0.432784495,0.167451197,0.439975099,0.111914876,0.555024768,0.101501815,0.662883832,0.26463976,0.439975099,,,,,0.150096097,0.641312019,0.125798956,0.813886522,0.087617735,0.972079816,0.216045478,0.641312019,0.240342619,0.792314709,0.247284659,0.957698608,0.2715818,0.375259661,,,0.229929559,0.360878452,,
0.28199486,0.389640869,0.219516499,0.432784495,0.167451197,0.439975099,0.108443856,0.562215372,0.098030795,0.662883832,0.26811078,0.439975099,0.254226699,0.569405976,0.254226699,0.648502624,0.150096097,0.641312019,0.125798956,0.806695918,0.091088755,0.979270421,0.219516499,0.648502624,0.243813639,0.799505313,0.247284659,0.957698608,0.27505282,0.375259661,,,0.233400579,0.360878452,,
0.28199486,0.396831474,0.219516499,0.439975099,0.167451197,0.439975099,0.111914876,0.562215372,0.094559775,0.662883832,0.2715818,0.447165704,0.26116874,0.57659658,0.26116874,0.655693228,0.150096097,0.648502624,0.125798956,0.806695918,0.091088755,0.972079816,0.219516499,0.655693228,0.243813639,0.806695918,0.247284659,0.964889211,0.2715818,0.375259661,0.28546588,0.375259661,0.229929559,0.360878452,,
0.27852384,0.404022078,0.219516499,0.454356308,0.163980177,0.447165704,0.111914876,0.547834163,0.091088755,0.677265041,0.27852384,0.461546912,0.26463976,0.583787185,0.26463976,0.662883832,0.146625077,0.648502624,0.125798956,0.799505313,0.091088755,0.964889211,0.219516499,0.655693228,0.247284659,0.806695918,0.247284659,0.964889211,0.2715818,0.382450265,0.28546588,0.382450265,0.222987519,0.368069057,,
0.27505282,0.404022078,0.219516499,0.461546912,0.160509157,0.454356308,0.111914876,0.562215372,0.087617735,0.677265041,0.28199486,0.468737516,0.2715818,0.590977789,0.2715818,0.670074436,0.146625077,0.648502624,0.125798956,0.799505313,0.091088755,0.972079816,0.222987519,0.655693228,0.247284659,0.799505313,0.247284659,0.964889211,0.26463976,0.389640869,0.28199486,0.382450265,0.222987519,0.375259661,,
0.2715818,0.404022078,0.219516499,0.468737516,0.157038137,0.468737516,0.108443856,0.555024768,0.084146715,0.684455645,0.28199486,0.483118725,0.27852384,0.590977789,0.27505282,0.670074436,0.146625077,0.655693228,0.122327936,0.799505313,0.091088755,0.964889211,0.222987519,0.662883832,0.250755679,0.799505313,0.247284659,0.964889211,0.25769772,0.389640869,0.27852384,0.389640869,0.216045478,0.382450265,,
0.26463976,0.411212682,0.216045478,0.483118725,0.150096097,0.483118725,0.101501815,0.569405976,0.080675695,0.691646249,0.28199486,0.490309329,0.28199486,0.598168393,0.27852384,0.684455645,0.143154056,0.662883832,0.118856916,0.806695918,0.091088755,0.964889211,0.222987519,0.662883832,0.250755679,0.806695918,0.247284659,0.964889211,0.247284659,0.396831474,0.2715818,0.396831474,0.209103438,0.396831474,,
0.254226699,0.432784495,0.212574458,0.497499934,0.146625077,0.490309329,0.094559775,0.583787185,0.077204675,0.698836853,0.27852384,0.504690538,0.29240792,0.590977789,0.27852384,0.691646249,0.143154056,0.670074436,0.118856916,0.806695918,0.094559775,0.964889211,0.222987519,0.670074436,0.254226699,0.799505313,0.247284659,0.964889211,0.240342619,0.411212682,0.26463976,0.411212682,0.202161398,0.411212682,,
0.243813639,0.439975099,0.212574458,0.511881142,0.143154056,0.511881142,0.091088755,0.598168393,0.073733655,0.713218062,0.27852384,0.519071746,0.29240792,0.612549602,0.27852384,0.706027457,0.139683036,0.677265041,0.118856916,0.813886522,0.094559775,0.964889211,0.222987519,0.677265041,0.25769772,0.799505313,0.247284659,0.964889211,0.229929559,0.425593891,0.25769772,0.425593891,0.195219358,0.425593891,0.2715818,0.432784495
0.236871599,0.461546912,0.205632418,0.533452955,0.139683036,0.526262351,0.084146715,0.619740206,0.070262635,0.72759927,0.27505282,0.533452955,0.29240792,0.626930811,0.28199486,0.720408666,0.136212016,0.677265041,0.118856916,0.806695918,0.091088755,0.964889211,0.219516499,0.684455645,0.254226699,0.792314709,0.247284659,0.964889211,0.222987519,0.447165704,0.250755679,0.447165704,0.188277318,0.447165704,0.26463976,0.454356308
0.229929559,0.483118725,0.198690378,0.555024768,0.132740996,0.547834163,0.077204675,0.641312019,0.070262635,0.741980479,0.2715818,0.555024768,0.29240792,0.641312019,0.28546588,0.72759927,0.136212016,0.684455645,0.118856916,0.806695918,0.091088755,0.964889211,0.219516499,0.691646249,0.254226699,0.799505313,0.247284659,0.964889211,0.216045478,0.461546912,0.243813639,0.461546912,0.184806298,0.461546912,0.26116874,0.468737516
0.222987519,0.497499934,0.195219358,0.569405976,0.129269976,0.562215372,0.077204675,0.648502624,0.073733655,0.763552292,0.26116874,0.569405976,0.29240792,0.655693228,0.28546588,0.749171083,0.139683036,0.698836853,0.118856916,0.799505313,0.087617735,0.964889211,0.219516499,0.706027457,0.25769772,0.799505313,0.247284659,0.964889211,0.209103438,0.483118725,0.233400579,0.483118725,0.177864257,0.483118725,0.250755679,0.490309329
0.216045478,0.519071746,0.188277318,0.583787185,0.125798956,0.583787185,0.073733655,0.662883832,0.080675695,0.756361688,0.25769772,0.583787185,0.2889369,0.677265041,0.2889369,0.770742896,0.139683036,0.713218062,0.115385896,0.785124105,0.091088755,0.964889211,0.216045478,0.720408666,0.25769772,0.799505313,0.247284659,0.964889211,0.202161398,0.497499934,0.226458539,0.504690538,0.170922217,0.504690538,0.243813639,0.504690538
0.209103438,0.533452955,0.188277318,0.598168393,0.118856916,0.598168393,0.073733655,0.677265041,0.087617735,0.770742896,0.25769772,0.598168393,0.28546588,0.691646249,0.28199486,0.770742896,0.146625077,0.72759927,0.115385896,0.792314709,0.094559775,0.964889211,0.216045478,0.734789875,0.25769772,0.799505313,0.247284659,0.964889211,0.198690378,0.519071746,0.222987519,0.519071746,0.167451197,0.519071746,0.240342619,0.526262351
0.202161398,0.547834163,0.181335277,0.605358998,0.118856916,0.605358998,0.073733655,0.684455645,0.091088755,0.770742896,0.250755679,0.605358998,0.27505282,0.670074436,0.28546588,0.770742896,0.146625077,0.734789875,0.115385896,0.792314709,0.094559775,0.964889211,0.216045478,0.734789875,0.25769772,0.806695918,0.247284659,0.964889211,0.191748338,0.526262351,0.216045478,0.533452955,0.163980177,0.533452955,0.236871599,0.533452955
0.195219358,0.555024768,0.177864257,0.612549602,0.115385896,0.612549602,0.077204675,0.684455645,0.091088755,0.770742896,0.250755679,0.605358998,0.28199486,0.677265041,0.2889369,0.7779335,0.150096097,0.741980479,0.115385896,0.785124105,0.094559775,0.964889211,0.209103438,0.734789875,0.254226699,0.785124105,0.247284659,0.964889211,0.184806298,0.533452955,0.209103438,0.533452955,0.157038137,0.540643559,0.229929559,0.533452955
0.188277318,0.555024768,0.177864257,0.619740206,0.108443856,0.619740206,0.073733655,0.698836853,0.091088755,0.763552292,0.247284659,0.612549602,0.28546588,0.670074436,0.2889369,0.770742896,0.146625077,0.756361688,0.115385896,0.7779335,0.091088755,0.964889211,0.209103438,0.734789875,0.25769772,0.792314709,0.243813639,0.964889211,0.177864257,0.540643559,0.202161398,0.540643559,0.150096097,0.547834163,0.226458539,0.540643559
0.181335277,0.562215372,0.177864257,0.619740206,0.108443856,0.619740206,0.073733655,0.691646249,0.091088755,0.770742896,0.247284659,0.612549602,0.29240792,0.677265041,0.28546588,0.7779335,0.146625077,0.756361688,0.115385896,0.792314709,0.091088755,0.964889211,0.216045478,0.734789875,0.25769772,0.792314709,0.247284659,0.972079816,0.170922217,0.540643559,0.195219358,0.547834163,0.146625077,0.547834163,0.219516499,0.547834163
0.174393237,0.562215372,0.177864257,0.612549602,0.104972835,0.619740206,0.070262635,0.691646249,0.094559775,0.756361688,0.243813639,0.605358998,0.29587894,0.684455645,0.2889369,0.7779335,0.150096097,0.741980479,0.111914876,0.7779335,0.087617735,0.964889211,0.209103438,0.734789875,0.254226699,0.785124105,0.247284659,0.964889211,0.163980177,0.540643559,0.188277318,0.547834163,0.139683036,0.547834163,0.212574458,0.555024768
0.170922217,0.562215372,0.174393237,0.619740206,0.108443856,0.619740206,0.070262635,0.684455645,0.094559775,0.749171083,0.240342619,0.612549602,0.29587894,0.677265041,0.28546588,0.770742896,0.146625077,0.749171083,0.111914876,0.7779335,0.091088755,0.957698608,0.212574458,0.734789875,0.254226699,0.792314709,0.247284659,0.964889211,0.160509157,0.540643559,0.184806298,0.547834163,0.139683036,0.547834163,0.209103438,0.555024768
0.167451197,0.562215372,0.174393237,0.612549602,0.104972835,0.619740206,0.070262635,0.691646249,0.094559775,0.749171083,0.240342619,0.605358998,0.29240792,0.670074436,0.28546588,0.763552292,0.143154056,0.734789875,0.111914876,0.7779335,0.091088755,0.957698608,0.212574458,0.734789875,0.254226699,0.799505313,0.247284659,0.964889211,0.157038137,0.540643559,0.181335277,0.540643559,0.132740996,0.547834163,0.205632418,0.547834163
0.163980177,0.555024768,0.174393237,0.612549602,0.101501815,0.619740206,0.077204675,0.698836853,0.094559775,0.749171083,0.236871599,0.605358998,0.29240792,0.670074436,0.28546588,0.770742896,0.143154056,0.741980479,0.115385896,0.785124105,0.091088755,0.957698608,0.209103438,0.734789875,0.254226699,0.792314709,0.247284659,0.964889211,0.153567117,0.540643559,0.177864257,0.540643559,0.132740996,0.547834163,0.205632418,0.547834163
0.160509157,0.555024768,0.174393237,0.612549602,0.104972835,0.619740206,0.077204675,0.698836853,0.094559775,0.749171083,0.236871599,0.605358998,0.29587894,0.677265041,0.2889369,0.770742896,0.146625077,0.734789875,0.118856916,0.792314709,0.087617735,0.957698608,0.205632418,0.734789875,0.254226699,0.785124105,0.247284659,0.964889211,0.150096097,0.540643559,0.174393237,0.540643559,0.129269976,0.547834163,0.202161398,0.547834163
0.160509157,0.555024768,0.174393237,0.612549602,0.108443856,0.619740206,0.084146715,0.706027457,0.094559775,0.756361688,0.233400579,0.605358998,0.299349961,0.677265041,0.2889369,0.763552292,0.150096097,0.741980479,0.115385896,0.799505313,0.087617735,0.964889211,0.209103438,0.734789875,0.254226699,0.785124105,0.243813639,0.964889211,0.150096097,0.540643559,0.174393237,0.540643559,0.129269976,0.555024768,0.198690378,0.547834163
0.157038137,0.555024768,0.174393237,0.605358998,0.108443856,0.619740206,0.087617735,0.706027457,0.094559775,0.763552292,0.233400579,0.598168393,0.299349961,0.677265041,0.2889369,0.770742896,0.150096097,0.741980479,0.115385896,0.792314709,0.087617735,0.964889211,0.212574458,0.741980479,0.250755679,0.792314709,0.247284659,0.972079816,0.146625077,0.540643559,0.170922217,0.540643559,0.129269976,0.555024768,0.198690378,0.547834163
0.157038137,0.555024768,0.174393237,0.605358998,0.108443856,0.619740206,0.091088755,0.713218062,0.091088755,0.770742896,0.233400579,0.605358998,0.302820981,0.677265041,0.2889369,0.7779335,0.146625077,0.756361688,0.111914876,0.799505313,0.087617735,0.957698608,0.209103438,0.749171083,0.254226699,0.785124105,0.247284659,0.964889211,0.146625077,0.540643559,0.170922217,0.540643559,0.129269976,0.555024768,0.198690378,0.547834163
0.157038137,0.555024768,0.177864257,0.612549602,0.111914876,0.619740206,0.091088755,0.720408666,0.094559775,0.763552292,0.236871599,0.612549602,0.306292001,0.677265041,0.2889369,0.7779335,0.146625077,0.756361688,0.111914876,0.799505313,0.087617735,0.957698608,0.209103438,0.756361688,0.250755679,0.7779335,0.247284659,0.964889211,0.146625077,0.540643559,0.170922217,0.540643559,0.129269976,0.555024768,0.198690378,0.547834163
0.160509157,0.555024768,0.181335277,0.612549602,0.118856916,0.612549602,0.087617735,0.713218062,0.094559775,0.763552292,0.240342619,0.612549602,0.306292001,0.677265041,0.2889369,0.7779335,0.153567117,0.763552292,0.111914876,0.792314709,0.084146715,0.957698608,0.209103438,0.763552292,0.247284659,0.7779335,0.247284659,0.964889211,0.153567117,0.540643559,0.174393237,0.540643559,0.136212016,0.547834163,0.202161398,0.547834163
0.163980177,0.547834163,0.181335277,0.612549602,0.118856916,0.619740206,0.091088755,0.713218062,0.091088755,0.763552292,0.243813639,0.612549602,0.309763021,0.684455645,0.2889369,0.785124105,0.153567117,0.763552292,0.108443856,0.799505313,0.087617735,0.957698608,0.212574458,0.756361688,0.247284659,0.7779335,0.247284659,0.964889211,0.153567117,0.533452955,0.174393237,0.533452955,0.136212016,0.547834163,0.202161398,0.540643559
0.167451197,0.540643559,0.184806298,0.605358998,0.122327936,0.612549602,0.094559775,0.713218062,0.094559775,0.756361688,0.247284659,0.605358998,0.306292001,0.677265041,0.29240792,0.770742896,0.157038137,0.756361688,0.108443856,0.792314709,0.084146715,0.957698608,0.212574458,0.756361688,0.247284659,0.7779335,0.250755679,0.964889211,0.157038137,0.526262351,0.177864257,0.526262351,0.143154056,0.540643559,0.202161398,0.533452955
0.170922217,0.526262351,0.188277318,0.605358998,0.125798956,0.605358998,0.098030795,0.698836853,0.108443856,0.741980479,0.250755679,0.605358998,0.302820981,0.670074436,0.2889369,0.763552292,0.157038137,0.756361688,0.108443856,0.792314709,0.084146715,0.950508003,0.216045478,0.749171083,0.243813639,0.7779335,0.254226699,0.964889211,0.160509157,0.511881142,0.181335277,0.511881142,0.143154056,0.533452955,0.205632418,0.519071746
0.174393237,0.526262351,0.191748338,0.598168393,0.129269976,0.598168393,0.101501815,0.698836853,0.104972835,0.741980479,0.254226699,0.598168393,0.302820981,0.670074436,0.2889369,0.763552292,0.160509157,0.749171083,0.104972835,0.792314709,0.084146715,0.950508003,0.219516499,0.749171083,0.243813639,0.7779335,0.254226699,0.964889211,0.160509157,0.511881142,0.184806298,0.511881142,0.146625077,0.526262351,0.209103438,0.519071746
0.177864257,0.519071746,0.195219358,0.590977789,0.132740996,0.598168393,0.108443856,0.698836853,0.104972835,0.749171083,0.254226699,0.590977789,0.302820981,0.670074436,0.2889369,0.756361688,0.163980177,0.749171083,0.104972835,0.792314709,0.080675695,0.950508003,0.226458539,0.749171083,0.240342619,0.785124105,0.254226699,0.964889211,0.167451197,0.511881142,0.188277318,0.504690538,0.153567117,0.519071746,0.212574458,0.519071746
0.181335277,0.519071746,0.195219358,0.590977789,0.136212016,0.598168393,0.111914876,0.698836853,0.104972835,0.741980479,0.254226699,0.590977789,0.302820981,0.670074436,0.28546588,0.756361688,0.163980177,0.749171083,0.108443856,0.785124105,0.084146715,0.950508003,0.229929559,0.749171083,0.236871599,0.7779335,0.247284659,0.957698608,0.170922217,0.511881142,0.191748338,0.504690538,0.153567117,0.519071746,0.216045478,0.519071746
0.184806298,0.519071746,0.198690378,0.590977789,0.139683036,0.598168393,0.111914876,0.691646249,0.104972835,0.741980479,0.254226699,0.590977789,0.306292001,0.670074436,0.28546588,0.756361688,0.163980177,0.749171083,0.108443856,0.785124105,0.080675695,0.950508003,0.229929559,0.749171083,0.233400579,0.785124105,0.247284659,0.957698608,0.174393237,0.511881142,0.195219358,0.504690538,0.157038137,0.519071746,0.216045478,0.519071746
0.184806298,0.519071746,0.198690378,0.590977789,0.143154056,0.598168393,0.111914876,0.691646249,0.108443856,0.741980479,0.25769772,0.598168393,0.306292001,0.670074436,0.28546588,0.756361688,0.163980177,0.749171083,0.104972835,0.785124105,0.080675695,0.950508003,0.229929559,0.749171083,0.233400579,0.792314709,0.240342619,0.957698608,0.174393237,0.511881142,0.195219358,0.504690538,0.160509157,0.519071746,0.219516499,0.519071746
0.188277318,0.519071746,0.198690378,0.590977789,0.143154056,0.598168393,0.115385896,0.691646249,0.115385896,0.72759927,0.25769772,0.590977789,0.306292001,0.677265041,0.28546588,0.756361688,0.163980177,0.749171083,0.108443856,0.785124105,0.080675695,0.943317398,0.233400579,0.749171083,0.229929559,0.792314709,0.240342619,0.957698608,0.177864257,0.511881142,0.198690378,0.511881142,0.163980177,0.526262351,0.219516499,0.519071746
0.188277318,0.519071746,0.202161398,0.598168393,0.146625077,0.598168393,0.118856916,0.691646249,0.118856916,0.720408666,0.25769772,0.598168393,0.306292001,0.677265041,0.28199486,0.756361688,0.167451197,0.749171083,0.108443856,0.7779335,0.080675695,0.936126795,0.233400579,0.749171083,0.229929559,0.785124105,0.229929559,0.950508003,0.177864257,0.511881142,0.198690378,0.504690538,0.163980177,0.526262351,0.222987519,0.519071746
0.188277318,0.519071746,0.202161398,0.598168393,0.146625077,0.598168393,0.118856916,0.698836853,0.118856916,0.720408666,0.25769772,0.598168393,0.306292001,0.677265041,0.28199486,0.749171083,0.163980177,0.756361688,0.104972835,0.7779335,0.077204675,0.943317398,0.233400579,0.749171083,0.226458539,0.7779335,0.226458539,0.943317398,0.177864257,0.511881142,0.202161398,0.504690538,0.163980177,0.526262351,0.222987519,0.519071746
0.191748338,0.519071746,0.202161398,0.598168393,0.150096097,0.598168393,0.122327936,0.691646249,0.115385896,0.713218062,0.25769772,0.598168393,0.306292001,0.677265041,0.28199486,0.749171083,0.163980177,0.749171083,0.108443856,0.7779335,0.077204675,0.936126795,0.233400579,0.749171083,0.226458539,0.770742896,0.219516499,0.936126795,0.181335277,0.511881142,0.202161398,0.504690538,0.167451197,0.526262351,0.222987519,0.519071746
0.195219358,0.519071746,0.205632418,0.598168393,0.150096097,0.598168393,0.122327936,0.691646249,0.122327936,0.713218062,0.25769772,0.598168393,0.306292001,0.677265041,0.28199486,0.749171083,0.163980177,0.749171083,0.104972835,0.7779335,0.080675695,0.92893619,0.229929559,0.749171083,0.226458539,0.770742896,0.222987519,0.936126795,0.184806298,0.511881142,0.205632418,0.504690538,0.167451197,0.526262351,0.226458539,0.519071746
